Address,FLAG,is_contract,scam_type
0x87d884aaa6ff9e9b6014631b0abae80b53953fb8,scam,false,
0xd42393df90d582bd8a5493171f0173e3a017d391,scam,false,
0x3025c36d8a9620d3df89e9e9b1acbdfd639a6f37,scam,false,
0x6309f709faad518fc158af4c14edfa7b06424770,scam,false,
0x3d020954e30c3d40b7f0c533cf198bc10dd45a49,scam,false,
0xb300f2a0fa449b97a1069ea7ad654aca486f64b5,scam,false,
0x83915e4ff807ba28b53931f923247c9fa0147eb9,scam,false,
0x0f38daecb3fb7b87a8d3ed168822c1bc53e8202c,scam,false,
0xcc320aa1fe572798a1f900cfa0df6524b04c9624,scam,true,
0xe7860fd151cbbad28141dfd4cc7cd6d090e4ead8,scam,true,
0x645a58a563ab8c94207e8faea54bcb97e02d23c9,scam,false,
0x7cb3ce3248e7c0cd320f3440d437a92a54f541f0,scam,false,
0xdce6ee48dc59da247ad93430e18c87b653f4c3d6,scam,false,
0xe45f73dad6af24273b361f02c3749f13c2231080,scam,true,
0xbfdf5f7ac2962b334ec2833ddd9ff30961b58a36,scam,false,
0x8c055ea629051c87ae6d801d301b59c166f77475,scam,false,
0x610eacbc066f8bb1f7853316e214b6bb328b4e8b,scam,false,
0x8e10f088e0a046b2467f89114520381f2b5d7873,scam,true,
0x9356794614efd99a81578425006365b8b697b600,scam,false,
0xdcd0f8aa447f94e24a86732f8aeb7f6fb9373e5d,scam,false,
0xd7ef26f0cf2e21df02ad391d89226c7a72efa4a0,scam,false,
0xc33d3c60890caca95f957861b99cfd06a56abe57,scam,false,
0x13e69be8c633475022b8775e3bd99040107866e3,scam,false,
0x868413a5d2fe073114e5358c576779ad10df2644,scam,false,
0x1a52c0ae2b39dbf85e3f67f95d0f3075611a003c,scam,false,
0x8184f473d2c9ed1df39990b0f541197bc533c826,scam,false,
0x8512c6806e8b53a370ea8e8036c33388b825df24,scam,false,
0xda16d90f207b3aab70eb5aec84ecd1a87912b825,scam,false,
0x760651cb3e8f56475b74ca8380a97f95f7ee2793,scam,false,
0x6ffa0352963976e336d6f9868beec68c860c6b01,scam,false,
0xd868a76a1dcc34854903376e734e3cfe461dd08c,scam,false,
0x23dd18fc61248395ad63cb8c25f8136652908295,scam,false,
0xf9390cda498171e748cd0b43ff65f747867e3ed3,scam,false,
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,scam,false,
0xad3e6c0a38f20398d444ee9ac1a911f6563b5028,scam,false,
0xa2eb8f9174d70befaa253fcd9af256e3379d8a06,scam,false,
0x4a04bf961371240ffbf9cac982aa436bb5386863,scam,false,
0xa125929ba78213a27d8695b276f55d6aba567b01,scam,false,
0x80b23fb0cc310fc0159351e05c86fc9333047b99,scam,false,
0x6e85c36e75dc03a80f2fa393055935c7f3185b15,scam,false,
0x8a455e14c3c9e6611257cb03f261fbc8ebaf4e4e,scam,false,
0x44183fd1a79704f79e0986c6380dd9bfbbc7e6d2,scam,false,
0xcb3315a42e76b70d2f3e8e595a5d13855c2e14cc,scam,true,
0xad7f0a2427f93bc8fc178a73ae0d2d188682884f,scam,false,
0xb93235c1694814c8c6534cdb14806fba39f8fc97,scam,false,
0x75968feaa063f091043455bb76d9af43b965afe3,scam,false,
0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,scam,false,
0x1e12436889e2459202437077549e35b56f1299cb,scam,false,
0x95b5c8eba4852fcf62decb4a158f727cd78297bd,scam,false,
0x446c233ae1f969d3063aa4b477b02764414c536e,scam,false,
0x022477f348a8b75b35fc8cf055d3b3d8a577f514,scam,false,
0x3833552d7302457831246975baf0527b62cf54e9,scam,false,
0x650d8acbde455717a98d613b316cb200e015de5d,scam,false,
0xb9088c74b4b7d70a181f2f3a8e1964fb1f6a111c,scam,false,
0x563acf790b87b2355de3945416da14c7ea1eb05d,scam,false,
0x4a878ef00c208517834ad9e4321fbe7ca8b0b415,scam,false,
0x3cf5947eb0c6ac6f283f434c5d0f742fdae9f504,scam,false,
0xf591bbf70178bcaa80d306ab65755ab7038962cd,scam,false,
0x718278dba6774d510a79fcd2ddcf8d09b6c6d30b,scam,false,
0x7afcc8244a7f9195ddf60fe75247efedcf1f8cc1,scam,false,
0x01f9ec89417814d6a7b0961edc24fe1cde61f208,scam,false,
0x28733543ec21dfd4dac3fa2d7ad74d6c6d2bb49d,scam,false,
0xa5a478545fc9121a5e411a608027cf9b27eea172,scam,false,
0xf271d00900966dcfc5a75c3eeddd4ccedca9c966,scam,false,
0x1c994a7a8038e52758ff39b9e9fc579fb9bf1c46,scam,false,
0xadc7f7d0c48cc91bab52c0c40f83722531d863bd,scam,false,
0xeb9aaa5160d671ff5e9e4c918f8ab0139762f101,scam,false,
0x724cea3153a61d8afb6ada553f096ad7311324b2,scam,false,
0xe369d4d2d6eec8d332fe1c14a5279cf42af1d8e7,scam,false,
0x0945198dd98c78d88568004d775e33800cfe4bfa,scam,false,
0xa06e773064eb9a1ce6d5d897249b8fa6200ae869,scam,false,
0xf207ba31d96cf56f1e107d8cebf3c08b04e0a0f0,scam,false,
0xf87d8c781979e4cfe14da4366617197bb6f1f235,scam,false,
0x45e7c24e67df934069a2709c5b592f950bc709af,scam,false,
0x82aa927292f51046c309e79f2a272bad474cdd7a,scam,false,
0x6c189c440f31ff891533c1b5526e9e4f8af89a0e,scam,false,
0x4898110f44c5e054fd073d02e32ac4520b61368b,scam,false,
0xc3e9287e2c028ebbae2001f477dc22ede80ed829,scam,true,
0x343a88ad3eb8c900b0b3b6935129a8bb0011a5e9,scam,false,
0x4a64e4b4b6bc57f09bba0080ae368efaf8c68fa9,scam,false,
0x4d5e3d4a3b5a95142bbd798476bc1afd20864ac8,scam,false,
0xb3dce1f1a7e8bf248073bf827a6db67a22cd785e,scam,false,
0xb627e9e2c993447bc433709399e064ec653704dc,scam,false,
0x52e8ebf98ef95d373d29041182830bf13c52588f,scam,true,
0xbe12359f003961be263fe7ab34bcfc4a20298efa,scam,false,
0x3ffc9c4df6b29a0c3bf5a3056d37b68288c79a29,scam,false,
0xd384752674cbdf4673994ab973a51fc6f114b75f,scam,false,
0x1b8ee5cb5520ea3d12f64a8973c2a4f0cbcb1564,scam,false,
0xed3b61249bf08abd799e82075304e660bce1d68e,scam,false,
0x07204feeaf2cbbde2be760909af2f5ed6e2d14b4,scam,false,
0xdba5fd82be33cd84024cf878c2c46dbc70b6fdef,scam,false,
0xd0bb7c83d18ec1bec23f501b2336571dbef5f73d,scam,false,
0x1af0340527b8baf6965307010871f6312eabacaa,scam,false,
0x1d4dce520b079a3e3d971eb0b93b1840baf989ab,scam,false,
0x5714b032c1f3bd2c31465173c2bf9951f6f673a6,scam,false,
0xf6c4fc68805b9da28dc44887928a77f8a09e5f5f,scam,false,
0x83373a2e5fc62a8598fb2ac2ebec188ff8cd4a9c,scam,false,
0x7f4a266a773b6d9c2f18895f4d08054891605f9e,scam,false,
0x3cf71871d2f56a6af21bf17ca2652cbc12e8ba1f,scam,false,
0x4cae21759c78650cee753ba4616c66b33178f09c,scam,false,
0xf8b555398a425697617bccadfa52655932275552,scam,false,
0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,scam,false,
0x7ba85e2e55c7598378fe927ad2aef2dac6c45218,scam,false,
0x919c2fc7a008a5bbcb3198296e0d1a6fd2b15b13,scam,false,
0x6ace0c63f8808aae05ed2685838980a891a0ae21,scam,false,
0xc4245e52a2635ece131aba7894c8471581d799af,scam,false,
0x0297a3211d69a1a268591e1ff6f570699ccc50ca,scam,false,
0x9e50031deb1f02d58abb9b4fa87a8ea99636b411,scam,false,
0x4a036aa86d0ba304ec60605155810a6973d98ebc,scam,false,
0x89c0e39f3b3be95c238912788687dbaebe7e6a2b,scam,false,
0x96665f6088eeb1dde18d08b2c34e50f381a5e103,scam,false,
0xb0d2d2791657ce6cdf48b77a1e10f62e9b4ee74b,scam,false,
0xb8a3c35f9d6206eeecef741459e52134070d644b,scam,false,
0xb448eaedb5bc19857745ff32112ab4d092159949,scam,false,
0xfe59c158025d9e4389e144574b91ded74e0d33ef,scam,false,
0xa71073cbc47c62257a0749503bdbd4d9b5595294,scam,false,
0xa932dd6d00fed9d1cd140275a5caa32d0b1e0d68,scam,true,
0x4d517d272ce8d879d8891518e70153b49d2cdb96,scam,false,
0x9e009c57b36ac7e3382697b4c9d3e7092a1cdb42,scam,false,
0x4bc3f941b747c4bab3efd8749be2cc0b50de23fb,scam,false,
0x2d8028f663512edd7adbb6bb4d2ff63d36a01656,scam,false,
0xdb21509547c82b69e714bf3a761e6d64f0f91cd0,scam,false,
0x499e535b6b5e85b90d436207907ee587f6736e9e,scam,false,
0x9d74797da2447ec1a4c977e815d66bbd8d8d9272,scam,false,
0x0913e0169f5129185c3934920d3cf6e5f56bd3be,scam,true,
0x7bad2dbcbdb8d79c6bdbd823a0246296f475b285,scam,false,
0x1c2f994dcbeab2e65d36a795646cd0622bb20e2b,scam,false,
0xb7c06096b7cf4622ae0da4ebc929649463c8692f,scam,true,
0x43addb2a61e752aa50b9cc54ecd9c255b903276e,scam,false,
0xbfb50b318ebd18975bd60b8d21488a8595debe74,scam,false,
0x1bd913bbade46bf5ad8b1e5d117701fbeb078228,scam,true,
0x2a6d8021861f27ab992572d8689017b7a83c989d,scam,false,
0xdb25055ca6e20cdd6e672a4cc93b87a736ba20a1,scam,false,
0x14f8b4fea8788efe643eaad0b10b37423b73215f,scam,false,
0x51afa730ac699478ba413f987a35e58124e1b842,scam,false,
0x3267ead61ceb7d16c5ecc2be572ccf0538824e2f,scam,true,
0x7a27593bacf900e67a5b315a907a8fa5396e5c91,scam,false,
0x697a260ba6365ab241f7aef057da3587f0c255ca,scam,true,
0xb5c06ce49d0c63211e5d335cf42ecda5c3f30d8a,scam,false,
0xe54659243f8542d6abfd15bbff69f62465786756,scam,false,
0x999a74f3cd358eebdb88f94aa2ef5d40a1135f1c,scam,false,
0x07956d21122817a3bb042dc1ab47c49534d11ddc,scam,false,
0xe065d0d82a74dace6babaf7f5a9a429b24f7e4a6,scam,false,
0xa867ddf57581f8ec92566ded6853959ddd5a7776,scam,false,
0xbdb3c649e2cc7922e46795dcfaafb864be934543,scam,false,
0x031bf1601c970581e3c50631242197de56918cd1,scam,false,
0x6f2daeb1e5f30867700b7f9adec57839f64fce60,scam,false,
0xa4b4cb99a583cd6c570af1223d7c11514c8e92b3,scam,false,
0x2eaa87226e56254e355eeb320e657786a2b40599,scam,false,
0x908bc24c7fad5b870f2936d9425383f8ea9c80db,scam,false,
0x8bae6912fda09b1c2ebf0a58dc581d3b0a9504e9,scam,false,
0x50e8fa3e84dcad47231dd9452c3329ba01323bd2,scam,false,
0x3b54694c7e1305cbee7615a97d0ec989a201020b,scam,false,
0xd055610c2d5151adb3eaf994e08abe45dee936e0,scam,false,
0x99723bc6ef51644b0ba52f31ad905a1b3b170d94,scam,false,
0x730d7e40a1f012ea57e957f5e9736c797b282a36,scam,false,
0xf97bd29b8ee6e246eb57eecf5d0e8486366113fb,scam,true,
0x133bb2817666aff0d6af65c3b476e776bbacf6d5,scam,false,
0xfe8ad4432bd3371f42089bc3af7ce7168c09ac79,scam,false,
0x42cb36f0cb53aa4c15951be921b3dc3457dd7c09,scam,false,
0x02f8297193719054c7b951704542c46a427d0530,scam,false,
0xbdc64a98ab025e058ca8ac2e2383f0cc017c6e45,scam,false,
0x62e78cbd132462ae10fe17be563e92f0270bed47,scam,false,
0x0324a5f6289e647baf88d9c96c331cf964220ce8,scam,false,
0x07c837bc481cd7ed487bea67c01faaaede204ac5,scam,false,
0xc446919fc6a76f5bfe847dfcbe074648d038230a,scam,false,
0x2a48eb888402f4af9bddb1526a69be3d23425c76,scam,false,
0xfea87495861832eef3060e92e2872e9f4111e62b,scam,false,
0xf36ccfc0e960e564de3c7815a3af77d623e7b9d0,scam,false,
0x244a1914f1447ec5e8eb817d914c95039fb3a5df,scam,false,
0x15a99893dc47bfae5b06e9b4c8941aaca60f8af5,scam,false,
0x48885fafc90378b865dea8deb8aa7c6018656a03,scam,false,
0xb2bfc5fe46c59451e7907bf6bf54dc9fa47c5602,scam,false,
0x3a3fcaaa5c1da9db7c8ef28dd377f6aed2e43388,scam,false,
0x5dc8c6a9631609cbf4e30b82f86a72e97a449744,scam,false,
0xb0dd2b7fea3c5790b39433cbd3e8fd35fd3cf662,scam,false,
0xcb373af9607f5b758045240cea9ba1c94d33c055,scam,false,
0x74148005e17094cd696b520c8f00a5b429cacc8c,scam,true,
0x680f7bea6eba9adcd0f47a0de630cfa8f95bf0ba,scam,false,
0x90fb8fff658e1bd24d274c1a1133c319e055703a,scam,false,
0x44c52cef32534dd05d3e3b24389bdc51183adf14,scam,false,
0x890bce348bae449df3783ba0e1c7eb82c557e2e8,scam,true,
0x502e9043457c77d1e0724363c0503c89fb06ed1d,scam,false,
0x0812e342c6ced54c099aeda0f820a56168cc0db7,scam,false,
0xaf7e21a238e1ed782c4c68503aae407e801db782,scam,false,
0xcf7f7943fdd64838cfd6418345651d5f8081dacc,scam,false,
0x2e43ebafe93b726e5b87916d00ea3827da897257,scam,true,
0xd033262c4e1e9d1c27bdc5ef04b446c17cd478ff,scam,false,
0x3e646947c63e9f561e50f29e23f84139a9fba020,scam,false,
0x41a23374cd3460461cf4f628cb20cde4b2fec934,scam,false,
0xa2c0946ad444dccf990394c5cbe019a858a945bd,scam,true,
0x625323fe73ea0c585a9c609af441003c81f09ff7,scam,false,
0x8d6be44e86edffbe294071a886ddfb4147831baa,scam,false,
0x1d50588c0aa11959a5c28831ce3dc5f1d3120d29,scam,false,
0x78460c7d54cdbae1556b2986da8c05ac8f290cb2,scam,false,
0x5337a05cc6bcc36b9e70a4b2f81d4c7287aa742e,scam,false,
0xe34f004bdef6f069b92dc299587d6c8a731072da,scam,false,
0x6c561b72f34dd3727fc1a8c22c0bfe00e5cb4bf0,scam,false,
0x6c4f56b116e91f15e790508d4212906b75835b63,scam,false,
0x3c6db2b5c99d4d3166b1333b5b5e8b06159216df,scam,false,
0x540f17317e58afa89a24c89c5df468affab64a09,scam,true,
0x5057c61a222d8f29a7dcb69b5cddf9277363f783,scam,false,
0xadd375ffb70902bacfafc7f4fb92f05650caf537,scam,true,
0x964432e4cfdf1463167d21815bcf9463cf19ea49,scam,true,
0x4d9f1714363d4cbddfec9b8f8469df594b2368d5,scam,true,
0xdaf0204d6a701bce78de63d4fdc9f76695a01b1e,scam,false,
0x92c662226b3e5c10297b1a6530a6a9797456cbd5,scam,false,
0x2dc5616ec2b9d24906f0e11dc8d8a736392dfedd,scam,true,
0xbf7ae6ea0ed53f7ede5bfe1c255c8bf371aa2954,scam,false,
0x18999437216c54b5789a87c37da5dfa52170fbec,scam,false,
0x48747fab447ea26ebad1a79c5beb220cf9b73f6a,scam,false,
0xca412823e56b0f51c9b572eea53b6208bf43d9e0,scam,false,
0xee073abfca2ca2b2a15247401a12602e35d5e974,scam,false,
0xb9c0179f1f0f19e11586d4d252bc46d88c1713a9,scam,false,
0x8111bae586883ff07fb7b2c0702c3e95bf03316c,scam,false,
0x410ed6c41894ea6576ede999f3bedb8a887fa3a7,scam,false,
0x820fa2199b16a32c8dd28641ed3ca85388b1ed04,scam,true,
0xbb6e330f26b56e8d61ba81725c37ffa9029ac29e,scam,false,
0x717b0f2016f396046e1403ddb8a338d3a65a649e,scam,false,
0x723301720e10b1d24860f991d7615c6f219c6cc9,scam,false,
0x6574c0bf7f3d144f5837acc160773ec8f2a5cde9,scam,true,
0x7509018d49dbec0ca88d2f7839d98b37eb0e4389,scam,false,
0x1aa0e3d5ab0a0a73566e47b5ed0c6166d805d71a,scam,false,
0x00c5de1fc14428dcbbc247b6d16256c642df8c28,scam,false,
0xabe2ab7b02d995f776984b453c70bb87844ecffd,scam,false,
0x71bdcbdd42ea7b9c646a9a50e170fde7835cdf88,scam,false,
0xf3bc09e9c493f7d446df129168894ff521175326,scam,false,
0x732091c7ace1e72a9ba8d2c291cfe44e1a151eff,scam,false,
0xde6135b63decc47d5a5d47834a7dd241fe61945a,scam,true,
0x57c3d88d79d9f695cfbd9d0778b7062a0a7b1809,scam,false,
0xfb9955ab9c437873167be92b2e242c11a3f5c1bc,scam,false,
0x54491d7f74cce4ab6881204795e673d187fc6ca5,scam,false,
0xfbd9042ff0098bfad4b31a2c2d4d9e531c2721ce,scam,false,
0x0afc3711b354136a569edeeea3c6a51e1725013e,scam,false,
0xb49848c55cb01123411f7b1e73b9b2725aac9db5,scam,false,
0x047b83e0efb9203667a1fca927b0c4746d7ff6cf,scam,false,
0x3ddabffdba61369ffc0daa28c33ff974bf6bfd98,scam,false,
0x1f15ce0d7e5396f03e211c9bd42319261ba1df1d,scam,false,
0xfe75aee72700ff0e0742c00d12acf2724827fa00,scam,true,
0xd59778e84e8cafee320983f410c9b74529ee9f72,scam,false,
0x352c94f714f5112e4dba9f5c79689f8282a4b28d,scam,false,
0xd71c2b8df46bb764a83354802845f3740203aa19,scam,false,
0xc97b4d307ebfff74acfb97ebffc22d72df1c215d,scam,false,
0x73b81ca1939f237c9ef167642d1cf8aff1a91254,scam,false,
0xfa58e1030e7314d8e134e7637b944d0536624032,scam,false,
0xc5399832f1ce5830c8acf5272e7bd89904c62230,scam,false,
0x0667fc9067d13554094d6015cf78905d44514b4e,scam,false,
0xbfa78c2bb218a5bd74cb66ab099b9edd7e826d0f,scam,false,
0x05c1710606d5a780e654eeb3bd535e86f16705a4,scam,false,
0xe00ae373f0d97f6e402644d45434255f946c421d,scam,false,
0x28184d2f5e2a47fcd5e528230d18cc3eb2cd0a6d,scam,false,
0x7a18cfc4a36e48163034e51a9ed19d4bdea05f6f,scam,true,
0x43315d7190e87dc3160d8f314a75efbfced6e272,scam,false,
0x1383756a91f4a278b32dd5c66015f7d4d18926fb,scam,false,
0xc70fb4d7db34cefa94be8ef00f045b7f14754d35,scam,false,
0x89ee24b151e287bdcbaee472de7f7dc097e95f1f,scam,false,
0x3e996ce0e1eed5c622a34ec7ffcdc605fd7634dd,scam,false,
0xbfbb8b6af5f6b6daf7042b21b2ee05a10af7c2e1,scam,false,
0xc4a941bd540d81247b2b87bab09832704a4407ee,scam,false,
0x28a3c742a8e7fc2d2d5d4299331648d8084fc8ba,scam,false,
0x1095775428aab47a4f922503d69cc8ec889995c6,scam,false,
0xbd49c19d78382c7486d3b029cc3a9b2a77365fdd,scam,false,
0x8e9868a871211b778ac70d4b0231ed0f9b74e31f,scam,false,
0x6f931bac260e7fcbaa0244d3b43a2bd9e9acf698,scam,false,
0x20f1ce2ece9b82fbe501cf4ad62dd7f7dce52534,scam,true,
0x908b2ce8f5547a6ff7755d79f5a48c89aa6c4c1a,scam,false,
0x425c1a6ea77006443f77ab45a1e80cbb5e471b5d,scam,false,
0xa2b62f35cdb9514fbe6e3d26c447cef810b54e4a,scam,false,
0x3715b1ed9bbd5e165af97619b5c5e13e39f55504,scam,false,
0xabd03d05f14e2771b1972ac2669df33594fbe4ea,scam,false,
0x5947cbcfc0c2bc7829a7c3edd0de020f0355b0f9,scam,false,
0x3afa83bfed6cb8a57941a17608fa8f1e01c20e13,scam,false,
0x2a2884e86701c0c48a0a35b0d542b0a833452638,scam,false,
0x8ebacd6867bf0bd877d783e26afd7d307d604343,scam,false,
0x412552139852d3310e58858803a97bfacf0c86f9,scam,false,
0x051005cdcecd916fb8b98643d923646acc7e07cd,scam,false,
0xc80bf9bd2ba59064be000eea92aed19eefb333a1,scam,false,
0x8519677635c22ef62599bafb9ffa2b30f0ed069b,scam,false,
0xc3ea7086e1ff217c3c7cee18e2c8ff26d91329fe,scam,false,
0x46d1ebf7bb93044e078e0496e4661ec772607d9d,scam,true,
0x4499bac5b15321b6fcd6faf781be8ae96eaafeef,scam,false,
0xff598043379695bf920eec46aa79a40569c264c4,scam,false,
0xa2c2c8532e6501c0a35b342e2f1f0d6a350a68e4,scam,false,
0x21f2ec12b1770545ff0f731f2d21edfa0db30ccc,scam,false,
0xf2a0bfbf52fc0e8674e93f539ebc7abc238e3b0c,scam,false,
0xe32da8605e6d4802f9fa9a5e3776c12e06cb93f1,scam,true,
0x8dc4c5edeca716e3909eab1c8debba9e05318456,scam,false,
0xbf041d5a2c7537e545affa55da850779ef334d6c,scam,false,
0x8b41a8ac6d7b510253afd44a442ebbced77ed952,scam,false,
0xac0a8b82f5fc69cfac3c860a85ef2c754554d31b,scam,false,
0x93f43cae892d6c2ec43c8d49d3a15cef168b9b1c,scam,false,
0x1a26aab15f4b12b1c0d79d5c14c817721cce6953,scam,false,
